"nome","ementa"
"ADI 2605","CONSTITUCIONAL E PREVIDENCIÁRIO. LEI 9.796/1999. COMPENSAÇÃO FINANCEIRA ENTRE REGIMES PREVIDENCIÁRIOS. REGULAMENTAÇÃO DA PARTE FINAL DO ART. 201, § 9º, DA CF. EQUILÍBRIO FINANCEIRO DECORRENTE DA CONTAGEM RECÍPROCA A SER PRESERVADO. NORMA GERAL DE DIREITO PREVIDENCIÁRIO. AUSÊNCIA DE VIOLAÇÃO À FORMA FEDERATIVA DE ESTADO E AUTONOMIA DOS ENTES FEDERADOS. RETROATIVIDADE INDEVIDA PARA ALÉM DA VIGÊNCIA DESTA. DIREITO À COMPENSAÇÃO SURGE APENAS COM CUSTEIO DE BENEFÍCIOS. 1. Os preceitos dos §§ 1º, 2º e 3º dos arts. 3º e 4º da Lei 9.796/1999 não infringem a forma federativa do Estado brasileiro nem a autonomia dos Entes integrantes. A Lei 9.796/1999 nasceu da necessidade de se conceber um suporte normativo para provimento da interlocução entre os Regimes de Previdência. A adoção de medidas de referência do Regime Geral de Previdência Social (RGPS) para fins de estabelecimento de um modelo nacional de compensação não atenta contra a igualdade dos Entes da Federação, não beneficia a União. 2. A exigência de apresentação das legislações que definem as peculiaridades dos Regimes Próprios de Previdência Social (RPPS) constitui ônus administrativo pertinente. As normas contidas nos §§ 2º dos artigos 3º e 4º não revelam abuso na definição dos procedimentos de compensação previdenciária. 3. Não há qualquer favorecimento indevido no conteúdo dos §§ 3º dos arts. 3º e 4º da Lei 9.796/1999. Essas normas representam diretriz de observância obrigatória de equilíbrio financeiro previdenciário. 4. Constitucionalidade dos §§ 5º dos arts. 3º e 4º da Lei 9.796/1999. Manutenção do equilíbrio financeiro sistêmico previdenciário com previsão de aplicação dos índices de reajuste do Regime Geral de Previdência Social ao montante devido a título de compensação previdenciária. 5. O prazo de trinta e seis meses para a disponibilização de dados e informações referentes à situação funcional e previdenciária dos Segurados originalmente vinculados aos Regimes Próprios, conforme previsto no art. 5º da Lei 9.796/1999, sofreu alterações normativas diversas. Não aditamento do pedido inicial importa em impossibilidade de conhecimento do alegado. Precedentes. 6. Momento a partir do qual se considera como devida a compensação previdenciária, segundo os termos da Lei 9.796/1999, §§ 1º dos arts. 3º e 4º, não se incompatibiliza com o previsto no art. 201, § 9º, da Constituição Federal. 7. O art. 249 da Constituição Federal aponta, como caminho de sustentação financeira das prestações previdenciárias devidas aos Servidores e Dependentes da União, Estados, Distrito Federal e Municípios, a criação de fundos previdenciários próprios. Não se incompatibiliza a Lei 9.796/1999 com essa mensagem constitucional. 8. Ação Direta de Inconstitucionalidade parcialmente conhecida e, nessa parte, julgada improcedente."
"ADI 4633","AÇÃO DIRETA DE INCONSTITUCIONALIDADE. DIREITO CONSTITUCIONAL. LEI 14.364/2011 DO ESTADO DE SÃO PAULO. OBRIGAÇÃO DE INSTALAÇÃO DE DIVISÓRIAS INDIVIDUAIS ENTRE OS CAIXAS E O ESPAÇO RESERVADO PARA CLIENTES QUE AGUARDAM ATENDIMENTO NAS AGÊNCIAS E POSTOS DE SERVIÇOS BANCÁRIOS. NORMA SUPLEMENTAR DE PROTEÇÃO AOS CONSUMIDORES. HARMONIA COM AS NORMAS GERAIS PREVISTAS NA LEI FEDERAL 7.102/1983 – QUE DISPÕE SOBRE SEGURANÇA PARA ESTABELECIMENTOS FINANCEIROS – E NO CÓDIGO DE DEFESA DO CONSUMIDOR (LEI FEDERAL 8.078/1990). DIRETO DO CONSUMIDOR. MATÉRIA AFETA À COMPETÊNCIA LEGISLATIVA CONCORRENTE DA UNIÃO E DOS ESTADOS-MEMBROS (ARTIGO 24, V E VIII, DA CONSTITUIÇÃO DA FEDERAL). AÇÃO DIRETA DE INCONSTITUCIONALIDADE CONHECIDA E JULGADO IMPROCEDENTE O PEDIDO. 1. As relações de consumo no âmbito bancário são reguladas à luz da competência concorrente da União e dos Estados-membros (artigo 24, V e VIII, da Constituição Federal). Precedentes: RE 610.221-RG, Rel. Min. Ellen Gracie, Plenário, DJe de 20/8/2010, Tema 272; ARE 1.013.975-AgR-segundo, Rel. Min. Rosa Weber, Primeira Turma, DJe de 22/11/2017; RE 830.133-ED-AgR, Rel. Min. Gilmar Mendes, Segunda Turma, DJe de 14/11/2014; RE 254.172-AgR, Rel. Min. Ayres Britto, Segunda Turma, DJe de 23/9/2011; AI 709.974-AgR, Rel. Min. Cármen Lúcia, Primeira Turma, DJe de 26/11/2009; AI 747.245-AgR, Rel. Min. Eros Grau, Segunda Turma, DJe de 6/8/2009; AC 1.124-MC, Rel. Min. Marco Aurélio, Primeira Turma, DJ de 4/8/2006; AI 491.420-AgR, Rel. Min. Cezar Peluso, Primeira Turma, DJ de 24/3/2006; e AI 347.717-AgR, Rel. Min. Celso de Mello, Segunda Turma, DJ de 5/8/2005. 2. A obrigação para as agências e os postos de serviços bancários de instalar divisórias individuais entre os caixas e o espaço reservado para clientes que aguardam atendimento é norma suplementar de proteção aos consumidores dos serviços bancários no Estado de São Paulo, que se encontra em harmonia com as normas gerais previstas na Lei federal 7.102/1983, que dispõe sobre segurança para estabelecimentos financeiros, e no Código de Defesa do Consumidor (Lei federal 8.078/1990). 3. A Lei 14.364/2011 do Estado de São Paulo instituiu obrigação para as agências e os postos de serviços bancários de instalar divisórias individuais entre os caixas e o espaço reservado para clientes que aguardam atendimento, sob pena de multa, de forma a proporcionar ""privacidade às operações financeiras"". 4. Ação direta conhecida e julgado improcedente o pedido."
"ADI 5336","CONSTITUCIONAL. FEDERALISMO E RESPEITO ÀS REGRAS DE DISTRIBUIÇÃO DE COMPETÊNCIA. USURPAÇÃO DE COMPETÊNCIA DA UNIÃO. DIREITO DO TRABALHO. VIOLAÇÃO AOS ARTIGOS 20, I DA CONSTITUIÇÃO FEDERAL. INCONSTITUCIONALIDADE FORMAL. 1. As regras de distribuição de competências legislativas são alicerces do federalismo e consagram a fórmula de divisão de centros de poder em um Estado de Direito. 2. A Lei 6.296/2012 do Estado do Rio de Janeiro ao estabelecer regramento relativo à atenção à saúde ocupacional de determinada categoria profissional, disciplinando a relação de trabalho, invade esfera de competência legislativa privativa da União (CF, art. 22, I). Precedentes desta CORTE. 3. Ação Direta de Inconstitucionalidade conhecida e julgada procedente."
"ADI 2898","Ação direta de inconstitucionalidade. Contribuição Social sobre o Lucro Líquido (CSLL). Artigos 22 e 29, III, da Lei nº 10.684/03. Aumento da base de cálculo do tributo para as empresas prestadoras de serviço. Violação dos princípios da isonomia, da capacidade contributiva, da vedação do confisco ou da anterioridade. Não ocorrência. Improcedência da ação. 1. A alteração da redação do art. 20 da Lei nº 9.249/95 pela Medida Provisória nº 232/04 não é suficiente para gerar o prejuízo da ação, pois o dispositivo que modificava o art. 20 da Lei nº 9.249/95 não foi aprovado pelo Congresso Nacional, deixando de constar no texto final da lei de conversão (Lei nº 11.119/05). O efeito revogador somente se operaria quando da conversão em lei do texto provisório. 2. Descabimento da alegação de inconstitucionalidade do art. 29, inciso III, da Lei nº 10.684/03 por desrespeito ao princípio da anterioridade anual previsto no art. 150, inciso III, alínea b, da Lei Fundamental. A instituição ou a majoração de contribuições sociais submete-se a regramento específico, estampado no art. 195, § 6º, da Constituição Federal, fazendo o dispositivo remissão expressa à vigência do art. 22 da mesma lei após o interregno de noventa dias da publicação do ato normativo. 3. O aumento da base de cálculo da CSLL foi destinado às empresas prestadoras de serviços tributadas com base no lucro presumido ou por estimativa, com exclusão das prestadoras de serviços hospitalares e equiparadas. A norma questionada, sob o pálio da política fiscal, teve o objetivo de sanar discrepância antes estabelecida consistente em uma menor tributação da renda (lucro) das pessoas jurídicas prestadoras de serviço, em detrimento das pessoas físicas desempenhadoras da mesma atividade. 4. A conformação do princípio da isonomia na Constituição Federal, mais ainda na vertente tributária, autoriza a adoção de medidas discriminativas para a promoção da igualdade em sentido material. No caso da Contribuição Social de Lucro Líquido (CSLL), assim como de outras contribuições sociais, a Constituição Federal autoriza a adoção de alíquotas ou bases de cálculo diferenciadas, dentre outros critérios, em razão da atividade econômica desenvolvida pela empresa, notadamente após a Emenda Constitucional nº 20/98, que inseriu o § 9º no art. 195 da CF. 5. Atrelado ao valor da isonomia, o princípio da capacidade contributiva busca, exatamente, justificar a adoção de critérios de diferenciação de incidência, conforme exija a multiplicidade de situações sociais, sempre visando a uma tributação mais justa e equânime. 6. Tendo em conta a totalidade da carga tributária suportada pelo contribuinte, o incremento isolado de uma contribuição não seria suficiente para atestar o efeito confiscatório propalado, porquanto, apesar do maior sacrifício da renda do sujeito passivo do tributo, não se impôs óbice irrazoável ao exercício de sua atividade. 7. Ação que se julga improcedente."
"ADI 5257","Ação direta de inconstitucionalidade. Norma estadual que oficializa a bíblia como livro-base de fonte doutrinária. Violação dos princípios da laicidade do estado e da liberdade de crença. Procedência. 1. A norma do Estado de Rondônia que oficializa a Bíblia Sagrada como livro-base de fonte doutrinária para fundamentar princípios de comunidades, igrejas e grupos, com pleno reconhecimento pelo Estado, viola preceitos constitucionais. 2. Já sob os primeiros raios da república brasileira se havia consagrado, em âmbito normativo, o respeito à liberdade de crença, e foi sob essa influência longínqua que a Constituição Federal de 1988 fez clarividente em seu texto a proteção a essa mesma liberdade sob as variadas nuances desse direito. 3. A oficialização da Bíblia como livro-base de fonte doutrinária para fundamentar princípios, usos e costumes de comunidades, igrejas e grupos no Estado de Rondônia implica inconstitucional discrímen entre crenças, além de caracterizar violação da neutralidade exigida do Estado pela Constituição Federal. Inconstitucionalidade do art. 1º da Lei nº 1.864/08 do Estado de Rondônia. 4. A previsão legal de utilização da Bíblia como base de decisões e atividades afins dos grupos grupos religiosos, tornando-as cogentes a ""seus membros e a quem requerer usar os seus serviços ou vincular-se de alguma forma às referidas Instituições"", implica indevida interferência do Estado no funcionamento de estabelecimentos religiosos, uma vez que torna o que seria uma obrigação moral do fiel diante de seu grupo religioso uma obrigação legal a ele dirigida. Inconstitucionalidade do art. 2º da Lei nº 1.864/08 do Estado de Rondônia. 5. Procedência da ação para se declarar a inconstitucionalidade do art. 1º e do art. 2º da Lei nº 1.864/2008 do Estado de Rondônia."
"ADI 1450","Direito Constitucional e Notarial. Ação Direta de Inconstitucionalidade. Cartório de registro civil das pessoas naturais. Possibilidade de convênio com municípios. Improcedência. 1. Possibilidade de celebração de convênio entre o Tribunal de Justiça do Estado de São Paulo e as Prefeituras para assegurar a manutenção dos serviços de Cartórios de Registro Civil das Pessoas Naturais. Manutenção de serviço de interesse público inviabilizada por insuficiência de renda própria e por não preenchimento da delegação. Não violação do artigo 22, XXV, e 236 da Constituição Federal. 2. Ação direita de inconstitucionalidade julgada improcedente."
"ADI 2304","Ação direta de inconstitucionalidade. Lei estadual nº 11.453/2000. Vício de iniciativa. Inexistência. Princípio da legalidade. Parcelamento. Forma e condições. Delegação ao regulamento. Impossibilidade. Inconstitucionalidade. 1. Não ofende o art. 61, § 1º, II, b, da Constituição Federal lei oriunda de projeto elaborado na Assembleia Legislativa estadual que trate sobre matéria tributária, uma vez que a aplicação desse dispositivo está circunscrita às iniciativas privativas do chefe do Poder Executivo Federal na órbita exclusiva dos territórios federais. 2. Ao remeter a disciplina do parcelamento às regras atinentes à moratória, a lei complementar exigiu que a legislação definidora do instituto promovesse a especificação mínima das condições e dos requisitos para sua outorga em favor do contribuinte. 3. Em matéria de delegação legislativa, a jurisprudência da Corte tem acompanhado um movimento de maior flexibilização do Princípio da Legalidade, desde que o legislador estabeleça um desenho mínimo que evite o arbítrio. 4. O grau de indeterminação com que operou a Lei Estadual nº 11.453/2000, ao meramente autorizar o Poder Executivo a conceder o parcelamento, provocou a degradação da reserva legal, consagrada pelo art. 150, I, da Constituição Federal. Isso porque a remessa ao ato infralegal não pode resultar em desapoderamento do legislador no trato de elementos essenciais da obrigação tributária. Para o respeito do princípio da legalidade, seria essencial que a lei (em sentido estrito), além de prescrever o tributo a que se aplica (IPVA) e a categoria de contribuintes afetados pela medida legislativa (inadimplentes), também definisse o prazo de duração da medida, com indicação do número de prestações, com seus vencimentos, e as garantias que o contribuinte deva oferecer, conforme determina o art. 153 do Código Tributário Nacional. 5. Ação direta de inconstitucionalidade julgada procedente, com a declaração da inconstitucionalidade da Lei nº 11.453/2000 do Estado do Rio Grande do Sul, por afronta ao princípio da reserva de lei em matéria tributária, contido no art. 150, I, da Constituição Federal."
"ADI 4693","CONSTITUCIONAL. SISTEMA CONSTITUCIONAL ACUSATÓRIO. MINISTÉRIO PÚBLICO E PRIVATIVIDADE DA PROMOÇÃO DA AÇÃO PENAL PÚBLICA (CF, ART. 129, I). INCONSTITUCIONALIDADE DE PREVISÃO REGIMENTAL QUE POSSIBILITA ARQUIVAMENTO DE INVESTIGAÇÃO DE MAGISTRADO SEM VISTA DOS AUTOS AO PARQUET. MEDIDA CAUTELAR CONFIRMADA. PROCEDÊNCIA. 1. O sistema acusatório consagra constitucionalmente a titularidade privativa da ação penal ao Ministério Público (CF, art. 129, I), a quem compete decidir pelo oferecimento de denúncia ou solicitação de arquivamento do inquérito ou peças de informação, sendo dever do Poder Judiciário exercer a ""atividade de supervisão judicial"" (STF, Pet. 3.825/MT, Rel. Min. GILMAR MENDES), fazendo cessar toda e qualquer ilegal coação por parte do Estado-acusador (HC 106.124, Rel. Min. CELSO DE MELLO, Segunda Turma, julgado em 22/11/2011, DJe de 10/9/2013). 2. Flagrante inconstitucionalidade do artigo 379, parágrafo único do Regimento Interno do Tribunal de Justiça da Bahia, que exclui a participação do Ministério Público na investigação e decisão sobre o arquivamento de investigação contra magistrados, dando ciência posterior da decisão. 3. Medida Cautelar confirmada. Ação Direta de Inconstitucionalidade conhecida e julgada procedente."
"ADI 4552","AÇÃO DIRETA DE INCONSTITUCIONALIDADE. ART. 305 DA CONSTITUIÇÃO DO PARÁ. INCONSTITUCIONALIDADE DE PENSÃO VITALÍCIA PARA EX-GOVERNADORES. PRECEDENTES. AÇÃO JULGADA PROCEDENTE. 1. Os cargos políticos de chefia do Poder Executivo não são exercidos nem ocupados 'em caráter permanente', por serem os mandatos temporários e seus ocupantes, transitórios. 2. Inexiste direito ao recebimento de pensão vitalícia por ex-governador. 3. Ausência de parâmetro constitucional nacional e inauguração de padrão normativo estadual em desacordo com os princípios da Constituição da República, especialmente aqueles referentes às regras orçamentárias e aos princípios constitucionais da Administração Pública: Precedentes. 4. Ação julgada procedente para declarar inconstitucional o art. 305, caput e § 1º, da Constituição do Pará."
"ADI 4613","Ação direta de inconstitucionalidade. Código de Trânsito Brasileiro. Lei que determina a veiculação de mensagens educativas de trânsito em campanhas publicitárias de produtos da indústria automobilística (Lei 12.006/2009). Alegação de violação da livre iniciativa e da liberdade de expressão. Não configuração. Cooperação entre o Estado e a iniciativa privada para aperfeiçoamento da educação de todos no trânsito. Princípios da proteção ao consumidor e da função social da propriedade. Improcedência da ação direta. 1. A Lei nº 12.006/2009 acrescentou, no Código de Trânsito Brasileiro, dispositivos que determinavam a veiculação de mensagens educativas de trânsito em peças publicitárias de produtos da indústria automobilística (arts. 77-A e 77-E). 2. As normas não trazem qualquer restrição à plena liberdade de comunicação das empresas ou à livre iniciativa e não excluem, ademais, a responsabilidade do Estado em promover, por ato próprio, publicações de mensagens educativas de trânsito. Trata-se, apenas, de cooperação da indústria automobilística, consectária da proteção ao consumidor e da função social da propriedade (princípios da ordem econômica), na divulgação de boas práticas de trânsito. 3. Improcedência da ação direta."
"ADI 3141","DIREITO CONSTITUCIONAL E TRIBUTÁRIO. AÇÃO DIRETA DE INCONSTITUCIONALIDADE. RETENÇÃO NA FONTE. LEI ORDINÁRIA. CONSTITUCIONALIDADE. 1. Trata-se de ação direta de inconstitucionalidade em que se discute a constitucionalidade da retenção na fonte do Imposto de Renda incidente sobre os rendimentos pagos em cumprimento de decisões da Justiça do Trabalho, da CSLL, da COFINS e da contribuição para o PIS/PASEP. 2. A disciplina da retenção de valores pela fonte pagadora não necessita de lei complementar, não se enquadrando no conceito de fato gerador, base de cálculo, contribuinte de tributos (CF, art. 146, a), ou mesmo obrigação, lançamento, crédito, prescrição e decadência tributários (CF, art. 146, b). 3. A obrigação do responsável tributário no recolhimento na fonte dos rendimentos tributáveis não se confunde com a obrigação tributária prevista no art. 128 do Código Tributário Nacional ou no art. 150, § 7º, da Constituição Federal. 4. A jurisprudência do Supremo Tribunal Federal é pela constitucionalidade da retenção na fonte como técnica de arrecadação de tributos. Precedentes. 5. Ação direta de inconstitucionalidade julgada improcedente. Fixação da seguinte tese: ""É constitucional a retenção na fonte como técnica de recolhimento de tributos""."
"ADI 1283","Direito administrativo. Ação direta de inconstitucionalidade. Lei Orgânica Nacional do Ministério Público. Regra particular e transitória sobre remoção. Constitucionalidade. 1. Lei que determinou a criação, no prazo de um ano da sua promulgação, de cargos correspondentes a funções não atribuídas aos cargos existentes na estrutura do Ministério Público, e que estabeleceu a preferência dos promotores que já desempenhassem tais funções para fins de preenchimento dos novos cargos, por meio dos pertinentes concursos de remoção (Lei 8.652/1993, art. 76). 2. A remoção é instituto diverso da promoção. Descabimento da pretensão de aplicação obrigatória dos mesmos critérios que regiam a promoção à remoção, anteriormente à edição da EC nº 45/2004. Situação particular e transitória, em que se buscou aproveitar a experiência de tais membros em favor do melhor funcionamento da instituição. 3. Ação direta de inconstitucionalidade julgada improcedente."
"ADI 5044","CONSTITUCIONAL E ADMINISTRATIVO. RAZOABILIDADE DE LIMITES MÍNIMOS DE ALTURA PARA A MATRÍCULA NOS CURSOS DE FORMAÇÃO DOS ESTABELECIMENTOS DE ENSINO DE BOMBEIRO-MILITAR. ADOÇÃO DOS MESMOS CRITÉRIOS NA LEI FEDERAL 12.705/2012 PARA AS FORÇAS ARMADAS. EXCEÇÃO AOS CARGOS DE MÉDICO E DE CAPELÃO POR AUSÊNCIA DE RAZOABILIDADE. ART. 11, § 2º, DA LEI FEDERAL 7.479/1986. NULIDADE PARCIAL SEM REDUÇÃO DO TEXTO. AÇÃO DIRETA JULGADA PARCIALMENTE PROCEDENTE. 1. Conforme a Jurisprudência desta SUPREMA CORTE, a adoção de requisitos de capacidade física para o acesso a cargos públicos deve observar critérios idôneos e proporcionais de seleção, que guardem correlação com as atividades a serem desempenhadas pelo servidor. 2. A norma contida no § 2º do art. 11 da Lei Federal 7.479/1986, no que se refere aos médicos e aos capelães, é incompatível com a Constituição Federal. 3. Com relação ao restante da carreira de bombeiro-militar, não há ofensa aos princípios constitucionais da impessoalidade, da moralidade, da eficiência ou da proporcionalidade. Os limites de estatura estabelecidos pela norma impugnada, que reproduzem a mesma exigência imposta aos militares das Forças Armadas (1,60m para homens e 1,55m para mulheres), mostram-se razoáveis. 4. Ação Direta de Inconstitucionalidade julgada parcialmente procedente, para declarar a nulidade parcial sem redução do texto do art. 11 da Lei Federal 7.479/1986 (na redação conferida pela Lei Federal 12.086/2009), excluindo-se da sua incidência os médicos e os capelães."
"ADI 2500","AÇÃO DIRETA DE INCONSTITUCIONALIDADE. ART. 2º DA EMENDA N. 21/2000 À CONSTITUIÇÃO DE SANTA CATARINA. ALTERAÇÃO DO ART. 111 DA CONSTITUIÇÃO DAQUELE ESTADO. MUDANÇA NOS CRITÉRIOS DE PUBLICAÇÃO DE ATOS ADMINISTRATIVOS MUNICIPAIS. EFEITOS RETROTATIVOS DA NOVA NORMA. AUSÊNCIA DE AFRONTA AO ART. 5º, INC. XXXVI, DA CONSTITUIÇÃO DA REPÚBLICA. PRECEDENTES. AÇÃO JULGADA IMPROCEDENTE. 1. A jurisprudência do Supremo Tribunal Federal admite, em determinadas situações jurídicas, retroatividade da lei nova sem malferimento ao resguardo constitucional do ato jurídico perfeito ou do direito adquirido 2. Ao extinguir o antigo regime de publicação dos atos administrativos, por edital afixado na sede da prefeitura, reservando-o tão somente ao diário oficial ou a jornal local, a norma impugnada aprimorou, não afrontou, o princípio da publicidade. 3. A retroatividade da norma na qual, na espécie, adstringe-se apenas à convalidação da publicização de atos produzidos segundo leis antigas não teria o condão de convalidá-los em sua substância. 4. Ação direta de inconstitucionalidade julgada improcedente."
"ADI 5016","CONSTITUCIONAL. FEDERALISMO E RESPEITO ÀS REGRAS DE DISTRIBUIÇÃO DE COMPETÊNCIA. VIOLAÇÃO À COMPETÊNCIA ADMINISTRATIVA EXCLUSIVA DA UNIÃO (CF, ART. 21, XIX). AFRONTA AO ART. 225, §1º, V, DA CONSTITUIÇÃO FEDERAL E AO PRINCÍPIO DEMOCRÁTICO. CONFIRMAÇÃO DA MEDIDA CAUTELAR. PROCEDÊNCIA. 1. As regras de distribuição de competências legislativas são alicerces do federalismo e consagram a fórmula de divisão de centros de poder em um Estado de Direito. Princípio da predominância do interesse. 2. Ao disciplinar regra de dispensa de outorga de direito de uso de recursos hídricos, o art. 18, § 5º, da Lei 11.612/2009 do Estado da Bahia, com a redação dada pela Lei 12.377/2011, usurpa a competência da União, prevista no art. 21, XIX, da Constituição Federal, para definir critérios na matéria. 3. A dispensa de outorga de direito de uso de recursos hídricos para perfuração de poços tubulares afronta a incumbência do poder público de controlar o emprego de técnicas, métodos e substâncias que comportem risco para a vida, a qualidade de vida e o meio ambiente (CF, art. 225, § 1º, V). 4. Os arts. 19, VI, e 46, XI, XVIII e XXI, da lei atacada dispensam a manifestação prévia dos Comitês de Bacia Hidrográfica para a atuação do Conselho Estadual de Recursos Hídricos - CONERH, o que reduz a participação da coletividade na gestão dos recursos hídricos, contrariando o princípio democrático (CF, art. 1º). Da mesma maneira, o art. 21 da lei impugnada suprime condicionantes à outorga preventiva de uso de recursos hídricos, resultantes de participação popular. Ferimento ao princípio democrático e ao princípio da vedação do retrocesso social. 5. Medida Cautelar confirmada. Ação Direta de Inconstitucionalidade julgada procedente."
"ADI 4382","CONSTITUCIONAL. AÇÃO DIRETA. LEI ESTADUAL 14.824/2009 DO ESTADO DE SANTA CATARINA. ISENÇÃO DA TARIFA DE PEDÁGIO EM RODOVIAS FEDERAIS DO ESTADO PARA VEÍCULOS EMPLACADOS EM MUNICÍPIOS DETERMINADOS. VIOLAÇÃO AOS ARTS. 19, III, 37, XXI, E 175, PARÁGRAFO ÚNICO, DA CONSTITUIÇÃO FEDERAL. INCONSTITUCIONALIDADE RECONHECIDA. 1. Como corolário do princípio da isonomia posto em seu art. 5º, caput, a Constituição Federal enuncia expressamente, no inciso III do art. 19, que é vedado à União, aos Estados, ao Distrito Federal e aos Municípios criar distinções entre brasileiros ou preferências entre si. A lei impugnada tem o claro propósito de conferir tratamento mais favorável a veículos emplacados em Municípios catarinenses em que instaladas praças de pedágio das rodovias federais BR-101 e BR-116, estando em desacordo com o art. 19, III, do texto constitucional. 2. A lei catarinense interferiu em política tarifária de serviço explorado pela União, em afronta ao pacto federativo e à competência da União para legislar sobre o tema (art. 175, parágrafo único, da Constituição Federal). Precedentes desta CORTE. 3. Ao isentar determinados veículos do pagamento do pedágio em rodovias federais, a lei catarinense afetou o equilíbrio econômico-financeiro de contratos de concessão de exploração de rodovias federais, contrariando o art. 37, XXI, da Carta Constitucional. 4. Ação direta conhecida e julgada procedente."
